,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5,5426,Solana,SOL,solana,813,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,479353996.8859249,590652115.5121472,True,,6,,,,2024-12-22T05:30:00.000Z,179.6233395646449,5553145950.503328,-39.4036,-1.49042346,-8.72576419,-18.63439731,-31.56485092,8.99611481,22.86764634,86103165754.31023,2.6157,106094905509.21,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.540654
6,74,Dogecoin,DOGE,dogecoin,1130,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,147301796383.7052,147301796383.7052,True,,7,,,,2024-12-22T05:30:00.000Z,0.3075803679196869,6602276478.710647,-41.2067,-2.70883631,-7.22714543,-22.98066669,-22.46689215,122.94669878,185.86182755,45307140726.930855,1.3764,45307140726.93,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.540654
7,3408,USDC,USDC,usd-coin,24067,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,42931568415.357285,42931568415.357285,False,,8,,,,2024-12-22T05:30:00.000Z,0.9999714626245275,7204368518.0978365,-47.3381,-0.01123608,-0.01293846,0.00202884,-0.00094085,0.01766921,-0.01397302,42930343261.06979,1.3042,42930343261.07,,2024-12-22T05:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-12-22 00:30:31.540654
8,2010,Cardano,ADA,cardano,1418,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season']",45000000000.0,35126169612.19378,44995107818.69111,False,,9,,,,2024-12-22T05:30:00.000Z,0.8775847298064122,1538200163.1548307,-43.6913,-2.31559206,-8.14340421,-18.24256446,-0.76757148,141.44920396,147.21029208,30826190068.251286,0.9365,39491312841.29,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.540654
9,1958,TRON,TRX,tron,1087,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season']",,86217924776.8918,86217920420.74846,True,,10,,,,2024-12-22T05:30:00.000Z,0.2421538936167164,1345645865.8534906,-31.9351,-1.38977625,-3.12812503,-14.04592758,20.87907098,51.18347794,59.7456696,20878006184.277515,0.6342,20878005129.42,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.540654
10,5805,Avalanche,AVAX,avalanche,828,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409827467.2467533,448163767.2467533,False,,11,,,,2024-12-22T05:30:00.000Z,36.59686956568537,671597874.1843735,-47.3953,-2.02322527,-9.51413191,-26.18310585,0.77668656,34.63736285,33.21299813,14998402363.264622,0.4556,26194162511.05,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.540654
11,1975,Chainlink,LINK,chainlink,1903,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,638099970.4527867,1000000000.0,False,,12,,,,2024-12-22T05:30:00.000Z,21.77774082835719,1205971565.5504265,-39.3473,-1.47835558,-7.94766929,-25.62532124,42.55956312,85.68492677,91.20991684,13896375779.103168,0.4222,21777740828.36,,2024-12-22T05:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-12-22 00:30:31.540654
12,11419,Toncoin,TON,toncoin,641,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2551781764.2684007,5117971233.56169,True,,13,3414166606.0,17898841842.164986,,2024-12-22T05:30:00.000Z,5.242521501648413,274163569.531979,-52.8805,-1.21339108,-5.47629087,-16.08861432,-5.66634088,0.92247033,-6.80139045,13377770766.691412,0.4064,26831074236.77,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.540654
13,20947,Sui,SUI,sui,491,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2927660018.558888,10000000000.0,False,,14,,,,2024-12-22T05:30:00.000Z,4.393001665133535,2941489873.4189672,-31.3362,-2.80551237,-7.76255595,-1.12817929,21.49931347,130.07047954,170.61778986,12861215336.47407,0.3907,43930016651.34,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.540654
14,5994,Shiba Inu,SHIB,shiba-inu,921,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589255481866648.8,589508569012417.5,False,,15,,,,2024-12-22T05:30:00.000Z,2.1043456757863596e-05,1008104393.0791292,-43.0648,-2.39807071,-8.39424764,-23.6403062,-15.73636335,17.49662096,43.46125361,12399972251.9949,0.3767,12405298080.4,,2024-12-22T05:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-12-22 00:30:31.540654
0,1,Bitcoin,BTC,bitcoin,11849,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19799453.0,19799453.0,False,,1,,,,2024-12-22T05:30:00.000Z,96243.79236641484,51366342539.76707,-46.3483,-0.56241387,-1.34738926,-6.01719018,-2.82982522,43.48438998,50.90947566,1905574443500.5894,57.8888,2021119639694.71,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.828713
1,1027,Ethereum,ETH,ethereum,9712,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120455304.53520444,120455304.53520444,True,,2,,,,2024-12-22T05:30:00.000Z,3315.551636237786,31289845073.247334,-48.5398,-0.90328919,-4.70251938,-14.93258912,-2.13951583,26.9402017,24.85614129,399375782045.2179,12.1241,399375782045.22,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.828713
2,825,Tether USDt,USDT,tether,109588,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,139872815646.75348,143440125286.8632,True,,3,,,,2024-12-22T05:29:00.000Z,0.9993103244865431,142256439465.35342,-41.8604,-0.01119751,-0.02315192,-0.03106931,-0.16136288,0.0095695,-0.07556741,139776348790.80365,4.2462,143341198144.81,,2024-12-22T05:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-12-22 00:30:31.828713
3,52,XRP,XRP,xrp,1485,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",100000000000.0,57252380420.0,99986807248.0,False,,4,,,,2024-12-22T05:30:00.000Z,2.191703495623951,14249492761.346571,-45.1611,-1.90599051,-5.24728441,-10.02097657,57.90123524,313.70878674,270.66871354,125480242299.30626,3.8119,219170349562.4,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.828713
4,1839,BNB,BNB,bnb,2315,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144007700.38,144007700.38,False,,5,,,,2024-12-22T05:30:00.000Z,652.158168944469,2076054391.409274,-31.4434,-1.25502383,-4.99603588,-8.88116852,2.8277437,10.7909012,9.7284477,93915798193.72452,2.853,93915798193.72,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.828713
5,5426,Solana,SOL,solana,813,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,479353996.8859249,590652115.5121472,True,,6,,,,2024-12-22T05:30:00.000Z,179.6233395646449,5553145950.503328,-39.4036,-1.49042346,-8.72576419,-18.63439731,-31.56485092,8.99611481,22.86764634,86103165754.31023,2.6157,106094905509.21,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.828713
6,74,Dogecoin,DOGE,dogecoin,1130,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,147301796383.7052,147301796383.7052,True,,7,,,,2024-12-22T05:30:00.000Z,0.3075803679196869,6602276478.710647,-41.2067,-2.70883631,-7.22714543,-22.98066669,-22.46689215,122.94669878,185.86182755,45307140726.930855,1.3764,45307140726.93,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.828713
7,3408,USDC,USDC,usd-coin,24067,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,42931568415.357285,42931568415.357285,False,,8,,,,2024-12-22T05:30:00.000Z,0.9999714626245275,7204368518.0978365,-47.3381,-0.01123608,-0.01293846,0.00202884,-0.00094085,0.01766921,-0.01397302,42930343261.06979,1.3042,42930343261.07,,2024-12-22T05:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-12-22 00:30:31.828713
8,2010,Cardano,ADA,cardano,1418,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season']",45000000000.0,35126169612.19378,44995107818.69111,False,,9,,,,2024-12-22T05:30:00.000Z,0.8775847298064122,1538200163.1548307,-43.6913,-2.31559206,-8.14340421,-18.24256446,-0.76757148,141.44920396,147.21029208,30826190068.251286,0.9365,39491312841.29,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.828713
9,1958,TRON,TRX,tron,1087,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season']",,86217924776.8918,86217920420.74846,True,,10,,,,2024-12-22T05:30:00.000Z,0.2421538936167164,1345645865.8534906,-31.9351,-1.38977625,-3.12812503,-14.04592758,20.87907098,51.18347794,59.7456696,20878006184.277515,0.6342,20878005129.42,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.828713
10,5805,Avalanche,AVAX,avalanche,828,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409827467.2467533,448163767.2467533,False,,11,,,,2024-12-22T05:30:00.000Z,36.59686956568537,671597874.1843735,-47.3953,-2.02322527,-9.51413191,-26.18310585,0.77668656,34.63736285,33.21299813,14998402363.264622,0.4556,26194162511.05,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.828713
11,1975,Chainlink,LINK,chainlink,1903,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,638099970.4527867,1000000000.0,False,,12,,,,2024-12-22T05:30:00.000Z,21.77774082835719,1205971565.5504265,-39.3473,-1.47835558,-7.94766929,-25.62532124,42.55956312,85.68492677,91.20991684,13896375779.103168,0.4222,21777740828.36,,2024-12-22T05:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-12-22 00:30:31.828713
12,11419,Toncoin,TON,toncoin,641,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2551781764.2684007,5117971233.56169,True,,13,3414166606.0,17898841842.164986,,2024-12-22T05:30:00.000Z,5.242521501648413,274163569.531979,-52.8805,-1.21339108,-5.47629087,-16.08861432,-5.66634088,0.92247033,-6.80139045,13377770766.691412,0.4064,26831074236.77,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.828713
13,20947,Sui,SUI,sui,491,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2927660018.558888,10000000000.0,False,,14,,,,2024-12-22T05:30:00.000Z,4.393001665133535,2941489873.4189672,-31.3362,-2.80551237,-7.76255595,-1.12817929,21.49931347,130.07047954,170.61778986,12861215336.47407,0.3907,43930016651.34,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:31.828713
14,5994,Shiba Inu,SHIB,shiba-inu,921,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589255481866648.8,589508569012417.5,False,,15,,,,2024-12-22T05:30:00.000Z,2.1043456757863596e-05,1008104393.0791292,-43.0648,-2.39807071,-8.39424764,-23.6403062,-15.73636335,17.49662096,43.46125361,12399972251.9949,0.3767,12405298080.4,,2024-12-22T05:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-12-22 00:30:31.828713
0,1,Bitcoin,BTC,bitcoin,11849,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19799453.0,19799453.0,False,,1,,,,2024-12-22T05:30:00.000Z,96243.79236641484,51366342539.76707,-46.3483,-0.56241387,-1.34738926,-6.01719018,-2.82982522,43.48438998,50.90947566,1905574443500.5894,57.8888,2021119639694.71,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:32.114291
1,1027,Ethereum,ETH,ethereum,9712,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120455304.53520444,120455304.53520444,True,,2,,,,2024-12-22T05:30:00.000Z,3315.551636237786,31289845073.247334,-48.5398,-0.90328919,-4.70251938,-14.93258912,-2.13951583,26.9402017,24.85614129,399375782045.2179,12.1241,399375782045.22,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:32.114291
2,825,Tether USDt,USDT,tether,109588,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,139872815646.75348,143440125286.8632,True,,3,,,,2024-12-22T05:29:00.000Z,0.9993103244865431,142256439465.35342,-41.8604,-0.01119751,-0.02315192,-0.03106931,-0.16136288,0.0095695,-0.07556741,139776348790.80365,4.2462,143341198144.81,,2024-12-22T05:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-12-22 00:30:32.114291
3,52,XRP,XRP,xrp,1485,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",100000000000.0,57252380420.0,99986807248.0,False,,4,,,,2024-12-22T05:30:00.000Z,2.191703495623951,14249492761.346571,-45.1611,-1.90599051,-5.24728441,-10.02097657,57.90123524,313.70878674,270.66871354,125480242299.30626,3.8119,219170349562.4,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:32.114291
4,1839,BNB,BNB,bnb,2315,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144007700.38,144007700.38,False,,5,,,,2024-12-22T05:30:00.000Z,652.158168944469,2076054391.409274,-31.4434,-1.25502383,-4.99603588,-8.88116852,2.8277437,10.7909012,9.7284477,93915798193.72452,2.853,93915798193.72,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:32.114291
5,5426,Solana,SOL,solana,813,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,479353996.8859249,590652115.5121472,True,,6,,,,2024-12-22T05:30:00.000Z,179.6233395646449,5553145950.503328,-39.4036,-1.49042346,-8.72576419,-18.63439731,-31.56485092,8.99611481,22.86764634,86103165754.31023,2.6157,106094905509.21,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:32.114291
6,74,Dogecoin,DOGE,dogecoin,1130,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,147301796383.7052,147301796383.7052,True,,7,,,,2024-12-22T05:30:00.000Z,0.3075803679196869,6602276478.710647,-41.2067,-2.70883631,-7.22714543,-22.98066669,-22.46689215,122.94669878,185.86182755,45307140726.930855,1.3764,45307140726.93,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:32.114291
7,3408,USDC,USDC,usd-coin,24067,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,42931568415.357285,42931568415.357285,False,,8,,,,2024-12-22T05:30:00.000Z,0.9999714626245275,7204368518.0978365,-47.3381,-0.01123608,-0.01293846,0.00202884,-0.00094085,0.01766921,-0.01397302,42930343261.06979,1.3042,42930343261.07,,2024-12-22T05:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-12-22 00:30:32.114291
8,2010,Cardano,ADA,cardano,1418,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season']",45000000000.0,35126169612.19378,44995107818.69111,False,,9,,,,2024-12-22T05:30:00.000Z,0.8775847298064122,1538200163.1548307,-43.6913,-2.31559206,-8.14340421,-18.24256446,-0.76757148,141.44920396,147.21029208,30826190068.251286,0.9365,39491312841.29,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:32.114291
9,1958,TRON,TRX,tron,1087,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season']",,86217924776.8918,86217920420.74846,True,,10,,,,2024-12-22T05:30:00.000Z,0.2421538936167164,1345645865.8534906,-31.9351,-1.38977625,-3.12812503,-14.04592758,20.87907098,51.18347794,59.7456696,20878006184.277515,0.6342,20878005129.42,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:32.114291
10,5805,Avalanche,AVAX,avalanche,828,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409827467.2467533,448163767.2467533,False,,11,,,,2024-12-22T05:30:00.000Z,36.59686956568537,671597874.1843735,-47.3953,-2.02322527,-9.51413191,-26.18310585,0.77668656,34.63736285,33.21299813,14998402363.264622,0.4556,26194162511.05,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:32.114291
11,1975,Chainlink,LINK,chainlink,1903,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,638099970.4527867,1000000000.0,False,,12,,,,2024-12-22T05:30:00.000Z,21.77774082835719,1205971565.5504265,-39.3473,-1.47835558,-7.94766929,-25.62532124,42.55956312,85.68492677,91.20991684,13896375779.103168,0.4222,21777740828.36,,2024-12-22T05:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-12-22 00:30:32.114291
12,11419,Toncoin,TON,toncoin,641,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2551781764.2684007,5117971233.56169,True,,13,3414166606.0,17898841842.164986,,2024-12-22T05:30:00.000Z,5.242521501648413,274163569.531979,-52.8805,-1.21339108,-5.47629087,-16.08861432,-5.66634088,0.92247033,-6.80139045,13377770766.691412,0.4064,26831074236.77,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:32.114291
13,20947,Sui,SUI,sui,491,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2927660018.558888,10000000000.0,False,,14,,,,2024-12-22T05:30:00.000Z,4.393001665133535,2941489873.4189672,-31.3362,-2.80551237,-7.76255595,-1.12817929,21.49931347,130.07047954,170.61778986,12861215336.47407,0.3907,43930016651.34,,2024-12-22T05:30:00.000Z,,,,,,2024-12-22 00:30:32.114291
